sample_id,source_sample_id,true_label,condition,parameter,source_file,raw_page,processed_28x28,input_32x32,normalized_32x32
5_5_01_bb19e6ee_r04c02__brightness_factor_0p7,5_5_01_bb19e6ee_r04c02,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_01_bb19e6ee_r04c02.png,./data/raw/dataset/5_01.jpg,brightness/factor_0p7/processed_28x28/5/5_5_01_bb19e6ee_r04c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_01_bb19e6ee_r04c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_01_bb19e6ee_r04c02__brightness_factor_0p7.npy
5_5_01_bb19e6ee_r04c03__brightness_factor_0p7,5_5_01_bb19e6ee_r04c03,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_01_bb19e6ee_r04c03.png,./data/raw/dataset/5_01.jpg,brightness/factor_0p7/processed_28x28/5/5_5_01_bb19e6ee_r04c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_01_bb19e6ee_r04c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_01_bb19e6ee_r04c03__brightness_factor_0p7.npy
5_5_01_bb19e6ee_r04c04__brightness_factor_0p7,5_5_01_bb19e6ee_r04c04,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_01_bb19e6ee_r04c04.png,./data/raw/dataset/5_01.jpg,brightness/factor_0p7/processed_28x28/5/5_5_01_bb19e6ee_r04c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_01_bb19e6ee_r04c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_01_bb19e6ee_r04c04__brightness_factor_0p7.npy
5_5_02_f20420ee_r01c01__brightness_factor_0p7,5_5_02_f20420ee_r01c01,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r01c01.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r01c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r01c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r01c01__brightness_factor_0p7.npy
5_5_02_f20420ee_r01c02__brightness_factor_0p7,5_5_02_f20420ee_r01c02,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r01c02.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r01c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r01c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r01c02__brightness_factor_0p7.npy
5_5_02_f20420ee_r01c03__brightness_factor_0p7,5_5_02_f20420ee_r01c03,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r01c03.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r01c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r01c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r01c03__brightness_factor_0p7.npy
5_5_02_f20420ee_r01c04__brightness_factor_0p7,5_5_02_f20420ee_r01c04,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r01c04.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r01c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r01c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r01c04__brightness_factor_0p7.npy
5_5_02_f20420ee_r02c01__brightness_factor_0p7,5_5_02_f20420ee_r02c01,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r02c01.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r02c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r02c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r02c01__brightness_factor_0p7.npy
5_5_02_f20420ee_r02c02__brightness_factor_0p7,5_5_02_f20420ee_r02c02,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r02c02.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r02c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r02c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r02c02__brightness_factor_0p7.npy
5_5_02_f20420ee_r02c03__brightness_factor_0p7,5_5_02_f20420ee_r02c03,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r02c03.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r02c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r02c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r02c03__brightness_factor_0p7.npy
5_5_02_f20420ee_r02c04__brightness_factor_0p7,5_5_02_f20420ee_r02c04,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r02c04.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r02c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r02c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r02c04__brightness_factor_0p7.npy
5_5_02_f20420ee_r03c01__brightness_factor_0p7,5_5_02_f20420ee_r03c01,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r03c01.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r03c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r03c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r03c01__brightness_factor_0p7.npy
5_5_02_f20420ee_r03c02__brightness_factor_0p7,5_5_02_f20420ee_r03c02,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r03c02.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r03c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r03c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r03c02__brightness_factor_0p7.npy
5_5_02_f20420ee_r03c03__brightness_factor_0p7,5_5_02_f20420ee_r03c03,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r03c03.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r03c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r03c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r03c03__brightness_factor_0p7.npy
5_5_02_f20420ee_r03c04__brightness_factor_0p7,5_5_02_f20420ee_r03c04,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r03c04.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r03c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r03c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r03c04__brightness_factor_0p7.npy
5_5_02_f20420ee_r04c01__brightness_factor_0p7,5_5_02_f20420ee_r04c01,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r04c01.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r04c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r04c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r04c01__brightness_factor_0p7.npy
5_5_02_f20420ee_r04c02__brightness_factor_0p7,5_5_02_f20420ee_r04c02,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r04c02.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r04c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r04c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r04c02__brightness_factor_0p7.npy
5_5_02_f20420ee_r04c03__brightness_factor_0p7,5_5_02_f20420ee_r04c03,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r04c03.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r04c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r04c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r04c03__brightness_factor_0p7.npy
5_5_02_f20420ee_r04c04__brightness_factor_0p7,5_5_02_f20420ee_r04c04,5,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/5/5_5_02_f20420ee_r04c04.png,./data/raw/dataset/5_02.jpg,brightness/factor_0p7/processed_28x28/5/5_5_02_f20420ee_r04c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/5/5_5_02_f20420ee_r04c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/5/5_5_02_f20420ee_r04c04__brightness_factor_0p7.npy
6_6_01_52f5f834_r01c01__brightness_factor_0p7,6_6_01_52f5f834_r01c01,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r01c01.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r01c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r01c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r01c01__brightness_factor_0p7.npy
6_6_01_52f5f834_r01c02__brightness_factor_0p7,6_6_01_52f5f834_r01c02,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r01c02.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r01c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r01c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r01c02__brightness_factor_0p7.npy
6_6_01_52f5f834_r01c03__brightness_factor_0p7,6_6_01_52f5f834_r01c03,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r01c03.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r01c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r01c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r01c03__brightness_factor_0p7.npy
6_6_01_52f5f834_r01c04__brightness_factor_0p7,6_6_01_52f5f834_r01c04,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r01c04.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r01c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r01c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r01c04__brightness_factor_0p7.npy
6_6_01_52f5f834_r02c01__brightness_factor_0p7,6_6_01_52f5f834_r02c01,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r02c01.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r02c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r02c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r02c01__brightness_factor_0p7.npy
6_6_01_52f5f834_r02c02__brightness_factor_0p7,6_6_01_52f5f834_r02c02,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r02c02.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r02c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r02c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r02c02__brightness_factor_0p7.npy
6_6_01_52f5f834_r02c03__brightness_factor_0p7,6_6_01_52f5f834_r02c03,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r02c03.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r02c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r02c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r02c03__brightness_factor_0p7.npy
6_6_01_52f5f834_r02c04__brightness_factor_0p7,6_6_01_52f5f834_r02c04,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r02c04.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r02c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r02c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r02c04__brightness_factor_0p7.npy
6_6_01_52f5f834_r03c01__brightness_factor_0p7,6_6_01_52f5f834_r03c01,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r03c01.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r03c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r03c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r03c01__brightness_factor_0p7.npy
6_6_01_52f5f834_r03c02__brightness_factor_0p7,6_6_01_52f5f834_r03c02,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r03c02.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r03c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r03c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r03c02__brightness_factor_0p7.npy
6_6_01_52f5f834_r03c03__brightness_factor_0p7,6_6_01_52f5f834_r03c03,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r03c03.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r03c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r03c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r03c03__brightness_factor_0p7.npy
6_6_01_52f5f834_r03c04__brightness_factor_0p7,6_6_01_52f5f834_r03c04,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r03c04.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r03c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r03c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r03c04__brightness_factor_0p7.npy
6_6_01_52f5f834_r04c01__brightness_factor_0p7,6_6_01_52f5f834_r04c01,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r04c01.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r04c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r04c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r04c01__brightness_factor_0p7.npy
6_6_01_52f5f834_r04c02__brightness_factor_0p7,6_6_01_52f5f834_r04c02,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r04c02.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r04c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r04c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r04c02__brightness_factor_0p7.npy
6_6_01_52f5f834_r04c03__brightness_factor_0p7,6_6_01_52f5f834_r04c03,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r04c03.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r04c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r04c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r04c03__brightness_factor_0p7.npy
6_6_01_52f5f834_r04c04__brightness_factor_0p7,6_6_01_52f5f834_r04c04,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r04c04.png,./data/raw/dataset/6_01.jpg,brightness/factor_0p7/processed_28x28/6/6_6_01_52f5f834_r04c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_01_52f5f834_r04c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_01_52f5f834_r04c04__brightness_factor_0p7.npy
6_6_02_ad596076_r01c01__brightness_factor_0p7,6_6_02_ad596076_r01c01,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r01c01.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r01c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r01c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r01c01__brightness_factor_0p7.npy
6_6_02_ad596076_r01c02__brightness_factor_0p7,6_6_02_ad596076_r01c02,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r01c02.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r01c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r01c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r01c02__brightness_factor_0p7.npy
6_6_02_ad596076_r01c03__brightness_factor_0p7,6_6_02_ad596076_r01c03,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r01c03.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r01c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r01c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r01c03__brightness_factor_0p7.npy
6_6_02_ad596076_r01c04__brightness_factor_0p7,6_6_02_ad596076_r01c04,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r01c04.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r01c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r01c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r01c04__brightness_factor_0p7.npy
6_6_02_ad596076_r02c01__brightness_factor_0p7,6_6_02_ad596076_r02c01,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r02c01.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r02c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r02c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r02c01__brightness_factor_0p7.npy
6_6_02_ad596076_r02c02__brightness_factor_0p7,6_6_02_ad596076_r02c02,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r02c02.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r02c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r02c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r02c02__brightness_factor_0p7.npy
6_6_02_ad596076_r02c03__brightness_factor_0p7,6_6_02_ad596076_r02c03,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r02c03.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r02c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r02c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r02c03__brightness_factor_0p7.npy
6_6_02_ad596076_r02c04__brightness_factor_0p7,6_6_02_ad596076_r02c04,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r02c04.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r02c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r02c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r02c04__brightness_factor_0p7.npy
6_6_02_ad596076_r03c01__brightness_factor_0p7,6_6_02_ad596076_r03c01,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r03c01.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r03c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r03c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r03c01__brightness_factor_0p7.npy
6_6_02_ad596076_r03c02__brightness_factor_0p7,6_6_02_ad596076_r03c02,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r03c02.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r03c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r03c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r03c02__brightness_factor_0p7.npy
6_6_02_ad596076_r03c03__brightness_factor_0p7,6_6_02_ad596076_r03c03,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r03c03.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r03c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r03c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r03c03__brightness_factor_0p7.npy
6_6_02_ad596076_r03c04__brightness_factor_0p7,6_6_02_ad596076_r03c04,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r03c04.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r03c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r03c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r03c04__brightness_factor_0p7.npy
6_6_02_ad596076_r04c01__brightness_factor_0p7,6_6_02_ad596076_r04c01,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r04c01.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r04c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r04c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r04c01__brightness_factor_0p7.npy
6_6_02_ad596076_r04c02__brightness_factor_0p7,6_6_02_ad596076_r04c02,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r04c02.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r04c02__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r04c02__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r04c02__brightness_factor_0p7.npy
6_6_02_ad596076_r04c03__brightness_factor_0p7,6_6_02_ad596076_r04c03,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r04c03.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r04c03__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r04c03__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r04c03__brightness_factor_0p7.npy
6_6_02_ad596076_r04c04__brightness_factor_0p7,6_6_02_ad596076_r04c04,6,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r04c04.png,./data/raw/dataset/6_02.jpg,brightness/factor_0p7/processed_28x28/6/6_6_02_ad596076_r04c04__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/6/6_6_02_ad596076_r04c04__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/6/6_6_02_ad596076_r04c04__brightness_factor_0p7.npy
7_7_01_254ebf4a_r01c01__brightness_factor_0p7,7_7_01_254ebf4a_r01c01,7,brightness,0.7x,./data/preprocessed/dataset/processed_28x28/7/7_7_01_254ebf4a_r01c01.png,./data/raw/dataset/7_01.jpg,brightness/factor_0p7/processed_28x28/7/7_7_01_254ebf4a_r01c01__brightness_factor_0p7.png,brightness/factor_0p7/input_32x32/7/7_7_01_254ebf4a_r01c01__brightness_factor_0p7.png,brightness/factor_0p7/normalized_32x32/7/7_7_01_254ebf4a_r01c01__brightness_factor_0p7.npy
